id,name
119886,Still There
85909,Hard Core
249471,The Empress of Mahjong
58376,Tap Tap Arcade 2
207010,The Hidden Object Show Seasons 1 & 2
178123,Grand Theft Auto III: The Definitive Edition
129381,Fishy2
69636,Desert Racing of BarDos
8010,Adventures of Yogi Bear
187455,Top Bike: Racing & Moto Drag
126385,Adam: Robot World
32011,"Calm Down, Stalin"
114663,Fractured: A Tale of Two Worlds
97521,Sword of the Dimacreation: Side Story - The Hunt of Rabbit
114697,Fitness Village
92751,Jirbo Break
69285,Butterfly Garden
92718,Hyperion
3933,Go! Go! Hypergrind
92943,Puzzle Blast
94928,Taxi3: Extreme Rush
258629,Into the Inferno
69016,Hyperspace Delivery Boy!
240174,Project Horror Tales
207009,The Hidden Object Show: Season 2
94696,Slam!
191933,Spheriko
244563,Little Elf Tanks
7506,Patrician IV
91872,Rocats
23758,WWE Mobile Madness
116946,xMoon
254326,Samurai Slash
95747,Dead Superhero: comics action game in Crime City
96994,Hidden Restaurant
33152,Heartomics: Nokori
250600,All is Fair in Love and Vore: The Tavorion Collection
119271,Play Dog Play Tag
136840,Uta no Prince-sama: Amazing Aria & Sweet Serenade Love
97507,Kakka to Ma no Tsuku Present!?
252535,Chex Quest 4: Flemmed to The Core
155774,Ink
222984,Sowon
231545,Shikinjoh
98163,Rilakkuma na Mainichi
91557,Ancient Taxi
200409,Note 2
237692,Dying Light 2: Stay Human - Rais Bundle
186228,Grid Legends: Deluxe Edition
102238,Solitaire Daily
97602,Ayame: Ningyou Ingi
44244,Thomaz
46365,Exhibition of Speed
254545,Private: Pornmania
55508,Renegade Grounds: Episode 1
100522,Odd One Out Zebra
184684,Back to the Metaverse
148842,Gold Is Mine
204132,Smiths & Legends
29244,Broccoli Bob
144545,Paradise
235759,Synth Pong
30270,Space Hotel
163610,Tiger Fighter 1931: Tora! MP008
182749,I can save myself
251294,Flif
133854,Blue
24151,McFarlane's Evil Prophecy
84418,WRC Arcade
101309,Beyblade Burst: Battle Zero
182779,Mainframe
26986,The Bard's Tale IV
173322,"Dance like a butterfly, Shot like a Bee!"
210842,Cold Way
12043,Déjà Vu: A Nightmare Comes True!!
92950,Swarog
217281,Farm For A Wife
160922,Tiger Tank 59 I: A-Gun MP017
53215,Hexalot
80549,Mystery P.I.: Stolen in San Francisco
102892,Caribbean Jigsaw
250132,Axel in Harlem: The Game
252539,Bloody Woman
201939,Into the Dungeon
160440,Tiger Tank 59 I: A-Gun MP049
87237,PapiBatting
203172,The Scary Maze Game
98542,Hanzo Quest
92997,Vision 2
253184,Drums Rock: Undertale DLC
97622,Outdoor Cosplay
105731,Scraper
163098,Pokémon Stadium
87070,Mahjong Mojo 3D
184714,Looped Fellas
23425,Demetrios: The Big Cynical Adventure
63590,Pachi-Slot Winning Post
137214,Interrogation Files: Port Landsend
96786,Stickman Combat Pixel Edition
184573,Thanksgiving
92788,Brixout XP
106637,Baldis Basics Calculator Sim
66590,SD Gundam: Operation U.C.
252538,Endless Days II
6859,Organ Trail: Director's Cut
89521,"E Quotes Trivia: Movies, TV, Music, Books"
105778,Otome Games: Is It Love? Ryan
137545,Girp
142590,Topsoil
194933,LEGO Indiana Jones 2: The Adventure Continues
182643,Research and Development
63473,Raging Tiger: The Second Korean War
71144,Mahjong Dojo
651,The Wizard and the Princess
193161,The Wanderer
105726,Back Wars
98065,Sexamaid Maika
145545,Steel Salvo
114694,Bobsu!
270769,Paradise Sickness
160969,Tiger Tank 59 I: A-Gun MP081
43244,Volleyball Challenge
23933,Sky Lancer
198997,Batman & Robin
208214,Brawl King
184581,"Sorry Sir, I'm out of controls"
263132,Paper Flight: Relic Hunter
97594,"Married Woman, Miho"
7571,Car Mechanic Simulator 2014
46244,TNN Outdoors Bass Tournament '96
84423,Strush
93444,Hockey Pong
75158,Blazing Beaks
54038,Flying Islands Chronicles
60244,ProjectRIK
270770,For My Babies
84301,Leyendas de Lhodrye: Arakhas el Oscuro
214798,Shin Hisui no Shizuku: Hiiro no Kakera 2 Portable
8663,No Heroes Allowed: No Puzzles Either!
140365,Forza Horizon 4: Mitsubishi Motors Car Pack
107071,Banana Boat Water Speed Race
91890,Waker
24550,Space Bits
266132,Grugs
84590,Cat Frenzy
42010,Langrisser: Hikari no Matsuei
57915,Koshien Story
69794,Take Your Best Shot
147076,Dark Water: Slime Invader
255132,Furni-Jumpin'
188895,Laypo Simulator
21200,Captain Successor
92222,Round-Up
103219,Strangeland
92305,Chunkout
94126,Vibes
90862,Bergen Bridge Intermediate 2
6059,Blood Bowl 2
236378,My Grandparents' Christmas Mystery
155658,Ultimate Under Water
85728,4 Gewinnt
155470,The Lost Robot: Jigsaw Puzzle Stories
169192,Timelie: Game of the Year Edition
200935,Kometen
160971,Tiger Tank 59 I: A-Gun MP053
263946,One Piece Odyssey: Adventure Expansion Pack
170805,Raid
105064,Babel Sword
140373,Insect Adventure
184446,A Hexagon's Adventures
230214,O:anquan
47859,Disney Friends
102799,The Bard's Tale IV: Barrows Deep - Premium Edition
160420,Tiger Tank 59 I: A-Gun MP056
215132,World Grand Prix: Pole to Finish
104314,Sim Racing Dashboard
86117,Moero!! Pro Yakyuu
159954,DruMidia
96859,Overcrowd: A Commute 'Em Up
43478,Simple 2000 Series Vol. 105: The Maid Fuku to Kikanjuu
197567,Deliverance
196551,Clash of Sky
203398,Simple 2500 Series Portable Vol. 9: The My Taxi!
92960,Mc Coy
181365,Spirit Shift
92575,Born to Fire
107575,Bumper Battle
37575,Lode Runner for WonderSwan
12575,Drivin' Force
184733,Get In Shape
161563,Disgrace
254365,Root Infinity Rexx: Limited Edition
160936,Tiger Tank 59 I: A-Gun MP087
227406,Dead by Daylight: The 80's Suitcase
91905,Apple Jack
101719,Black Navy War
186737,Ishin no Arashi: Bakumatsu Shishi-den
57357,Domo-kun Angry Smashfest!
160353,Tiger Tank 59 I: Black Hill Fortress MP022
184820,Detective S. Harkins
157428,Fragments of a Mind
27773,Purgatory
143800,Ballsy! World Cup 2020
64975,Embers of Caerus
252545,Don Orlo's Magazine: Issue #1
82209,Happy Endings
60221,Classic Axiens
157677,The Tower of TigerQiuQiu 2: Flag Exam
230621,Rear Sekai
166047,Sprite Sequence: Chapter 2
158251,In the dark forest
96038,To the Rescue! 3
103878,Hard Rock Racing
225365,Melodia
39897,Deletar
210956,Right Nice Party
56951,War and Order
86155,Spintensity
70975,Universal Combat
107832,Dungeon Kitty
137235,Spacky's Nightshift
24653,Crucible
184737,Smooth Elevator
226132,New Hire
102240,Color by Number - Modern Art
192360,Underworld Dreams: The False King
218000,Go
114696,Gravitoid
217998,Drug Wars
114695,Tropic Empire
95346,Maze: Subject 360 HD
105998,The Nun
70535,Hidamari Sketch: Doko Demo Sugoroku x 365
274132,Kobal
186590,Genzee NFT Game
210976,Ready for Riot
119242,Battle Planet: Judgement Day
265060,Lucky Luke
78372,Maxit
97825,Petrifaction
41214,Videocart-8: Magic Numbers - Mind Reader & Nim
114244,Werewolf Hunter X
105468,Storm Chatelain
15655,B.C. Bill
17806,Zone 22
89290,Future Flappy
216598,Epoch Ultra
83287,Flat Pack
84509,Glory Days: Tactical Defense
196813,My First Date RPG 2
90848,Classic Table Tennis
183959,Ocean Oi
44303,Sledge 3D
140865,RE: Get to Schol on Time
270760,Shared Beauty
116199,Akashicforce
96557,Farmer Simulator 17 : New Harvest
50010,Little Nicky
99681,Colibricks
265057,Who Wants to Be a Millionaire: 2nd Edition
176270,Merchant Empire
117900,Super Co-op Adventure
209903,Hidden Stroke II: APRM
176828,Jolly Roger
12655,Kid Chaos
109897,Gold Magic 800
94535,Fruits
44888,Power Spike: Pro Beach Volleyball
176298,Pirate Boom
265058,Pong: The Next Level
13655,Extreme
91151,MULE Returns
145164,Rodent People: Origins
14859,Perimeter 2: New Earth
88603,Card Solitaire Z
270759,Sea Fever
38879,Space Evader
188917,Mello
141244,Harry Potter RPG
146753,Immerse Land
134833,Lucky Luke
4535,TechnoClash
33010,Tank Blast
94463,Crash! Powertape July '91
158683,Jumping Platform Minigame
256995,"Please, Forgive Me"
25655,Franchise Hockey Manager 3
182808,Morning Mushrooms
26655,Doctor Who: The Adventure Games - Episode 1: City of the Daleks
142244,Hacker's Adventure
71643,Deimos Rising
91904,Juggle!
92801,Super PileUp!
35655,Faceted Flight
184735,Tera-Turbine
37859,Super Nichibutsu Mahjong 4: Kiso Kenkyu-hen
82191,Spring Garden
87588,Flappy Sky Bird
270479,Master of The Secret Sea
58010,Anti-Cast
98073,Urtuk: The Desolation
168244,Dungeon of the Endless: Deep Freeze
237728,Parasol
234674,Variant 22
234156,Territory War 3
112145,Catch Driver
204026,Fucking Hell
65014,Soccer Tsuku DS: World Challenge 2010
182792,Halft
62823,Spirits of Mystery: Amber Maiden
6535,Pinobee: Wings of Adventure
93010,Fido Dido
178975,Newton's Axiom
125496,Kipulkai: La Légende des 3 Masques
103570,Horror House Survival
54783,Tekken Mobile
72010,Spy Hunter: Missile Crisis
98010,Platform Racing 2
13242,ArcPinball
217670,Head to Head Talking Tennis
74859,Point Blank
83445,Josho
106883,Caesar Bubbles
198670,Anastasia
95157,The Toho Datsui Hanafuda
116276,Skate & Date
